Retweet Count,Mention Count,Follower Count,Verified,Tweet Frequency,Hashtag Count,Account Age,Engagement Ratio,Bot Label,Predicted Label,Bot Probability
69,5,304,0,8,0,3318,0.2262295081967213,0,0,1.0114593e-05
179,22,1230,0,37,19,288,0.1454102355808286,1,1,1.0
151,18,649,0,34,13,288,0.2323076923076923,1,1,0.9999945
103,36,1996,0,40,6,24,0.05157736604907361,1,1,0.99982136
59,0,4481,0,1,0,560,0.013163766175814369,0,0,1.3342273e-05
79,19,1838,0,38,18,92,0.042958129418162044,1,1,0.9999757
34,9,707,0,3,1,2985,0.0480225988700565,0,0,9.133279e-06
15,0,634,0,6,1,1277,0.023622047244094488,0,0,6.633209e-06
91,14,168,0,29,5,265,0.5384615384615384,1,1,0.99994826
51,8,256,0,33,6,139,0.19844357976653695,1,1,0.9987269
71,9,86,0,11,9,99,0.8160919540229885,1,1,0.9990043
23,6,3843,0,7,2,1542,0.005983350676378772,0,0,1.3341893e-06
99,30,555,0,16,19,117,0.17805755395683454,1,1,0.9999989
48,9,196,1,3,2,963,0.2436548223350254,0,0,3.4121863e-06
75,35,983,0,15,17,31,0.07621951219512195,1,1,0.99999905
110,16,416,0,26,18,323,0.2637889688249401,1,1,0.999997
53,5,1714,1,4,4,1635,0.030903790087463558,0,0,2.1589209e-07
26,1,318,0,8,3,429,0.08150470219435736,0,0,0.0019794954
77,6,4441,0,9,1,3237,0.017334533993696534,0,0,9.059957e-07
54,9,4355,0,9,2,836,0.012396694214876033,0,0,0.00017101229
57,6,3505,0,3,1,2217,0.016257843696520252,0,0,2.925391e-07
59,1,3099,0,6,1,1139,0.01903225806451613,0,0,1.1597208e-05
108,10,1461,0,29,19,211,0.07387140902872777,1,1,0.9999535
199,25,1445,0,27,19,162,0.1376210235131397,1,1,0.99999404
48,0,4350,0,8,2,3490,0.011031946678924385,0,0,2.5698307e-07
117,23,1296,0,47,12,342,0.09020817270624518,1,1,0.9999963
14,9,1004,0,4,1,2199,0.013930348258706468,0,0,4.555002e-06
156,27,801,0,13,16,124,0.19451371571072318,1,1,0.9999988
190,8,1634,0,36,10,231,0.1162079510703364,1,1,0.999984
13,9,2053,1,1,1,1718,0.006329113924050633,0,0,1.8676488e-06
63,2,542,0,6,2,3060,0.11602209944751381,0,0,6.34221e-06
9,7,3748,0,6,1,2574,0.00240064017071219,0,0,2.01118e-06
179,25,794,0,35,16,73,0.22515723270440252,1,1,1.0
9,8,3002,1,1,1,2166,0.002997002997002997,0,0,9.8244065e-08
85,14,1663,0,46,13,230,0.05108173076923077,1,1,0.9999933
26,6,659,0,5,2,3279,0.03939393939393939,0,0,3.0003872e-07
86,9,97,0,45,17,180,0.8775510204081632,1,1,0.9999995
139,24,1602,0,48,5,222,0.08671241422333126,1,1,0.99994504
11,1,1779,0,8,0,2982,0.006179775280898876,0,0,1.019507e-06
57,30,1460,0,49,15,341,0.039014373716632446,1,1,0.9999833
75,25,1334,0,18,5,357,0.056179775280898875,1,1,0.99920195
70,2,2646,0,8,3,2951,0.026445032111824706,0,0,1.3852027e-05
50,15,1369,0,48,6,91,0.0364963503649635,1,1,0.99876785
78,3,402,0,1,3,3168,0.1935483870967742,0,0,5.2366206e-05
77,9,988,0,4,3,3083,0.07785642062689585,0,0,7.809152e-05
57,6,148,0,2,3,948,0.3825503355704698,0,0,0.0017362284
19,2,1386,1,6,2,2976,0.0136986301369863,0,0,1.2626138e-09
198,21,466,0,11,13,19,0.42398286937901497,1,1,0.999658
74,8,215,0,12,6,362,0.3425925925925926,1,1,0.9955842
162,31,955,0,35,15,44,0.1694560669456067,1,1,1.0
29,9,4759,0,4,2,3045,0.006092436974789916,0,0,3.9616978e-07
64,14,382,0,47,15,121,0.1671018276762402,1,1,0.9999993
174,24,1297,0,45,18,10,0.13405238828967642,1,1,1.0
5,9,1280,0,3,0,1791,0.0039032006245121,0,0,8.2678685e-05
62,5,3759,0,1,0,2426,0.01648936170212766,0,0,1.9161446e-06
51,8,1704,0,11,10,90,0.029912023460410556,1,0,0.38949594
56,0,671,0,6,3,2314,0.08333333333333333,0,0,1.1660897e-05
31,2,2617,0,6,1,1765,0.011841100076394193,0,0,8.655219e-07
71,3,3414,0,6,0,2678,0.020790629575402637,0,0,1.5935018e-06
16,0,2697,0,9,1,2097,0.005930318754633061,0,0,2.4491117e-06
151,34,1326,0,46,17,342,0.11379050489826677,1,1,1.0
78,2,1073,0,8,4,1553,0.07262569832402235,0,0,0.0035898958
62,4,3543,0,8,4,1737,0.017494356659142212,0,0,0.00011452225
65,0,4831,0,4,2,1352,0.013451986754966887,0,0,2.137351e-07
9,1,2629,0,7,3,2389,0.0034220532319391636,0,0,9.0638805e-06
29,6,4693,0,2,3,2670,0.006178099701746911,0,0,4.568408e-08
42,9,212,0,5,3,1759,0.19718309859154928,0,0,0.00024236614
61,7,3268,0,4,4,2494,0.018660140715815236,0,0,1.0001953e-05
56,1,3983,0,9,4,3134,0.014056224899598393,0,0,4.08174e-06
121,37,378,0,14,18,58,0.31926121372031663,1,1,0.9999976
15,3,4320,0,8,1,1703,0.0034714186530895625,0,0,7.352372e-09
158,22,1281,0,32,8,38,0.12324492979719189,1,1,0.9999919
60,6,4267,0,2,1,3647,0.014058106841611996,0,0,8.469686e-08
73,6,2375,0,5,4,1335,0.030723905723905723,0,0,0.00022851735
20,0,589,0,5,1,1560,0.03389830508474576,0,0,5.6156337e-06
19,3,3260,0,4,0,3257,0.005826433609322294,0,0,2.4946811e-09
74,7,347,0,44,8,112,0.21264367816091953,1,1,0.99994457
26,8,4401,1,5,4,2683,0.005906406179009541,0,0,1.3285129e-10
18,3,4636,0,7,3,3591,0.0038818201423334053,0,0,8.5504454e-10
53,7,1730,0,28,13,58,0.030618139803581745,1,1,0.99799156
56,23,472,0,21,8,102,0.11839323467230443,1,1,0.9995554
33,3,3247,0,7,1,801,0.010160098522167487,0,0,7.416802e-06
117,15,839,0,44,15,98,0.1392857142857143,1,1,0.9999962
124,21,1082,0,45,6,280,0.11449676823638043,1,1,0.99999857
174,19,1311,0,37,7,157,0.1326219512195122,1,1,0.9999993
58,9,3479,0,2,3,3617,0.016666666666666666,0,0,4.3281463e-05
75,6,642,1,6,1,2514,0.1166407465007776,0,0,2.5258717e-07
8,2,3401,0,3,0,703,0.0023515579071134627,0,0,1.4458321e-05
105,23,233,0,35,16,128,0.44871794871794873,1,1,1.0
76,7,816,0,9,0,2987,0.09302325581395349,0,0,0.00012674078
180,11,937,0,11,5,140,0.19189765458422176,1,1,0.9986482
57,9,2451,0,5,2,1982,0.0232463295269168,0,0,0.0001471318
72,7,2077,0,4,4,2561,0.03464870067372473,0,0,0.0002240715
152,17,633,0,49,10,263,0.23974763406940064,1,1,0.9999757
9,9,800,0,7,1,3062,0.011235955056179775,0,0,5.5663554e-06
89,15,60,0,39,8,258,1.459016393442623,1,1,1.0
94,14,1022,0,22,14,359,0.09188660801564028,1,1,0.9997384
20,2,384,0,4,3,3196,0.05194805194805195,0,0,4.956161e-08
55,32,474,0,45,11,253,0.11578947368421053,1,1,0.9999957
16,8,653,0,3,4,1663,0.024464831804281346,0,0,1.1323194e-05
49,7,569,0,2,4,586,0.08596491228070176,0,0,0.0020796056
189,11,1778,0,23,14,99,0.10623946037099494,1,1,0.9995468
52,8,4927,0,1,3,1677,0.010551948051948052,0,0,6.2604914e-07
160,10,1993,0,30,17,246,0.0802407221664995,1,1,0.99999607
40,3,2908,0,4,1,2624,0.013750429700928154,0,0,1.5061597e-07
31,3,3819,0,8,4,1173,0.008115183246073299,0,0,2.6223013e-06
30,3,2251,0,4,3,1561,0.013321492007104795,0,0,9.305551e-07
73,5,4667,0,5,1,2236,0.015638389031705228,0,0,1.4238367e-08
29,2,1967,0,1,2,1312,0.014735772357723578,0,0,9.35447e-05
135,39,1648,0,16,7,134,0.0818677986658581,1,1,0.99999297
62,19,1838,0,35,5,207,0.03371397498640565,1,1,0.9940295
112,18,1135,0,28,16,105,0.09859154929577464,1,1,0.99994004
184,5,635,0,24,10,65,0.2893081761006289,1,1,0.9998745
115,7,232,0,45,10,221,0.49356223175965663,1,1,0.9999963
170,7,285,0,46,16,12,0.5944055944055944,1,1,0.99999976
24,6,3677,0,7,3,686,0.0065252854812398045,0,0,6.5878737e-07
20,7,3226,0,4,3,3345,0.006197706848466067,0,0,2.5050086e-09
182,6,1759,0,14,19,125,0.10340909090909091,1,1,0.999838
185,30,180,0,19,17,354,1.022099447513812,1,1,1.0
33,4,1967,0,4,4,879,0.01676829268292683,0,0,8.526695e-05
34,3,580,0,7,2,2884,0.058519793459552494,0,0,1.0227138e-05
53,9,4713,0,8,2,2731,0.011243105642766229,0,0,3.7267423e-06
173,8,1889,0,16,19,43,0.09153439153439154,1,1,0.99958736
71,29,705,0,12,8,342,0.10056657223796034,1,1,0.99998116
86,26,1232,0,36,12,256,0.06974858069748581,1,1,0.9999567
57,0,348,1,8,3,2884,0.16332378223495703,0,0,3.292196e-08
47,7,599,0,5,1,1575,0.07833333333333334,0,0,6.8888956e-05
161,24,1973,0,18,10,186,0.08156028368794327,1,1,0.9998234
54,39,224,0,40,17,282,0.24,1,1,0.9999999
68,7,4419,0,4,1,632,0.015384615384615385,0,0,1.4825079e-06
54,5,1086,0,8,3,554,0.04967801287948482,0,0,0.0013322124
54,5,1095,0,8,2,2141,0.04927007299270073,0,0,0.00017714367
5,4,4868,1,5,4,2245,0.0010269049086054631,0,0,1.09621546e-07
122,20,990,0,37,12,110,0.1231079717457114,1,1,0.9999907
65,3,3936,0,8,2,3278,0.01651003302006604,0,0,2.648105e-08
79,3,4795,0,5,0,1391,0.0164720600500417,0,0,1.3590198e-05
72,9,4595,0,6,4,2601,0.015665796344647518,0,0,2.298712e-05
132,31,69,0,11,14,188,1.8857142857142857,1,1,1.0
68,19,1930,0,48,19,241,0.03521491455204557,1,1,0.9999418
20,0,2299,0,2,0,3312,0.008695652173913044,0,0,6.5046574e-06
35,1,1300,0,2,4,2186,0.026902382782475018,0,0,0.0003587101
28,7,3234,0,7,0,1912,0.00865533230293663,0,0,4.3465466e-06
110,24,1257,0,16,19,73,0.08744038155802862,1,1,0.9999968
80,27,1141,0,15,16,47,0.07005253940455342,1,1,0.9999913
107,26,996,0,33,6,319,0.10732196589769308,1,1,0.9999552
23,7,3615,1,4,3,1627,0.006360619469026549,0,0,1.2918763e-08
93,33,332,0,10,11,174,0.27927927927927926,1,1,0.99999285
58,7,4167,0,7,2,1152,0.013915547024952015,0,0,1.8073414e-06
47,4,3324,0,9,3,590,0.014135338345864662,0,0,7.82629e-05
13,2,4005,0,5,1,2606,0.0032451323015476783,0,0,5.0482645e-09
78,37,587,0,43,18,219,0.1326530612244898,1,1,1.0
53,0,1450,0,2,2,475,0.03652653342522398,0,0,0.00044744997
132,31,261,0,45,15,30,0.5038167938931297,1,1,1.0
168,30,1340,0,39,6,169,0.12527964205816555,1,1,1.0
35,6,4446,0,5,3,1684,0.007870474477175624,0,0,1.035961e-08
30,1,3194,0,6,3,983,0.009389671361502348,0,0,1.2242906e-06
111,28,354,0,44,17,183,0.3126760563380282,1,1,1.0
63,2,1968,0,9,4,2985,0.031995937023869984,0,0,4.0861636e-05
118,10,1281,0,30,14,139,0.09204368174726989,1,1,0.99997306
55,2,891,0,3,2,1107,0.061659192825112105,0,0,0.0001387193
141,35,433,0,17,5,355,0.3248847926267281,1,1,0.9999956
153,37,149,0,20,9,198,1.02,1,1,1.0
198,32,161,0,26,6,302,1.2222222222222223,1,1,1.0
138,34,1373,0,34,11,177,0.10043668122270742,1,1,0.99999976
50,7,4168,0,8,4,3514,0.011993283761093787,0,0,1.7101028e-06
77,3,540,0,1,4,2905,0.1423290203327172,0,0,0.00012554793
140,26,55,0,26,15,285,2.5,1,1,1.0
194,6,500,0,41,10,359,0.3872255489021956,1,1,0.9999963
62,4,3396,0,4,4,1017,0.01825139829261113,0,0,3.0200803e-05
68,3,1082,0,6,4,1420,0.06278855032317636,0,0,0.00023757186
49,4,4469,1,7,3,1395,0.010961968680089485,0,0,1.1314538e-10
75,1,1982,1,5,4,3212,0.037821482602118005,0,0,8.86801e-09
63,7,431,0,3,3,2932,0.14583333333333334,0,0,1.2074326e-05
10,9,4389,0,9,4,2619,0.002277904328018223,0,0,1.0019128e-05
103,16,164,0,41,10,155,0.6242424242424243,1,1,0.9999999
27,9,3730,1,3,3,2053,0.007236665773251139,0,0,2.936361e-08
28,4,676,0,9,1,493,0.0413589364844904,0,0,0.00027274972
88,14,1563,0,39,9,109,0.056265984654731455,1,1,0.9999831
69,0,1331,0,2,1,1650,0.0518018018018018,0,0,0.00031114757
43,8,470,0,8,1,2443,0.09129511677282377,0,0,8.176612e-05
19,3,2555,0,9,3,1270,0.007433489827856025,0,0,4.9774637e-05
57,6,908,0,7,2,488,0.0627062706270627,0,0,0.0010202534
55,6,853,0,9,4,3210,0.06440281030444965,0,0,3.3799533e-05
195,34,940,0,16,8,176,0.20722635494155153,1,1,0.9999949
41,6,2527,0,2,3,979,0.016218354430379747,0,0,0.00012732283
154,22,1638,0,34,15,155,0.09395973154362416,1,1,0.9999962
66,11,1725,0,33,11,349,0.038238702201622246,1,1,0.9997843
78,1,3992,0,2,4,2324,0.019534184823441023,0,0,7.290159e-05
113,32,439,0,18,10,168,0.25681818181818183,1,1,0.9999994
47,1,2266,0,1,2,1451,0.020732245258050286,0,0,4.2545995e-05
67,26,942,0,27,5,193,0.07104984093319194,1,1,0.99960965
69,29,799,0,25,8,230,0.08625,1,1,0.99999034
11,6,349,0,8,4,3609,0.03142857142857143,0,0,2.5324325e-06
12,2,396,0,2,1,1931,0.030226700251889168,0,0,0.00031730905
9,0,3227,0,7,4,1724,0.0027881040892193307,0,0,2.3983268e-05
77,6,1839,0,4,3,3121,0.04184782608695652,0,0,7.2794696e-06
23,6,4758,0,6,0,1118,0.004832948098339987,0,0,5.2621584e-08
189,9,263,0,34,10,285,0.7159090909090909,1,1,0.9999995
75,26,62,0,38,16,92,1.1904761904761905,1,1,1.0
168,14,890,0,35,9,228,0.18855218855218855,1,1,0.9999877
55,8,748,0,36,11,126,0.07343124165554073,1,1,0.99980766
180,11,521,0,33,10,355,0.3448275862068966,1,1,0.9999827
124,10,1218,0,45,5,342,0.10172272354388844,1,1,0.9998841
169,7,1074,0,25,7,49,0.1572093023255814,1,1,0.999671
47,7,573,0,1,0,1451,0.08188153310104529,0,0,0.0004653069
78,1,4763,0,4,0,3320,0.0163727959697733,0,0,1.0807815e-05
97,23,233,0,35,16,294,0.41452991452991456,1,1,0.9999993
77,32,641,0,34,13,264,0.11993769470404984,1,1,0.999998
62,7,839,0,1,3,3364,0.07380952380952381,0,0,5.846997e-05
33,8,2134,0,1,1,2923,0.015456674473067917,0,0,4.568976e-06
79,4,101,0,8,1,2338,0.7745098039215687,0,0,0.0046865353
50,5,3757,0,8,0,2063,0.013304949441192123,0,0,9.7036354e-05
121,9,1130,0,31,16,28,0.10698496905393456,1,1,0.99994874
37,4,2351,0,7,0,1606,0.015731292517006803,0,0,1.3840144e-05
126,27,666,0,40,8,155,0.1889055472263868,1,1,0.99999964
108,27,853,0,47,7,222,0.12646370023419204,1,1,0.9999968
64,15,1706,0,11,14,191,0.03749267721148213,1,1,0.99601233
79,4,1124,0,3,3,3552,0.07022222222222223,0,0,1.0028717e-05
73,6,4918,0,7,0,3163,0.014840414718438708,0,0,1.2014308e-06
117,30,456,0,15,19,17,0.25601750547045954,1,1,0.9999995
104,10,186,0,15,8,363,0.5561497326203209,1,1,0.99994755
67,36,1417,0,30,17,153,0.04724964739069112,1,1,0.9999999
75,3,1900,0,7,2,3351,0.03945291951604419,0,0,1.1105637e-05
119,12,494,0,10,11,104,0.2404040404040404,1,1,0.99874264
6,3,418,0,9,1,699,0.014319809069212411,0,0,0.00074673304
91,25,1093,0,39,12,166,0.08318098720292505,1,1,0.9999993
142,18,519,0,14,12,282,0.27307692307692305,1,1,0.9999826
158,38,435,0,32,13,99,0.3623853211009174,1,1,0.9999994
59,2,754,0,3,0,3647,0.0781456953642384,0,0,6.185246e-06
28,2,4856,0,4,2,2332,0.005764875437512868,0,0,9.88709e-10
153,22,1812,0,26,12,250,0.08439051296194153,1,1,0.99997807
15,6,1635,0,4,0,852,0.009168704156479218,0,0,1.08742515e-05
74,30,1163,0,34,13,60,0.06357388316151202,1,1,0.9999995
24,8,3342,0,2,1,607,0.0071791803769069695,0,0,1.4169159e-05
34,0,1301,0,4,1,1453,0.026113671274961597,0,0,6.471755e-05
33,8,4831,0,1,4,2164,0.006829470198675497,0,0,4.1663825e-06
50,19,630,0,45,11,46,0.07923930269413629,1,1,0.9999604
24,1,719,0,2,4,2898,0.03333333333333333,0,0,4.682312e-05
75,6,577,0,8,0,1930,0.12975778546712802,0,0,0.00038327847
73,24,79,0,37,12,211,0.9125,1,1,0.9999995
190,20,1390,0,24,15,342,0.1365923795830338,1,1,0.9999863
52,28,1162,0,34,13,46,0.04471195184866724,1,1,0.9999454
120,15,655,0,19,7,19,0.18292682926829268,1,1,0.9996598
21,1,4325,0,1,1,1840,0.0048543689320388345,0,0,1.1950391e-07
62,0,3389,0,8,3,1473,0.018289085545722714,0,0,1.6525559e-05
13,5,4595,0,8,1,1214,0.0028285465622280245,0,0,5.2064898e-08
31,6,2092,0,3,0,1494,0.014811275680840898,0,0,1.3717047e-05
53,3,4499,0,9,1,2821,0.011777777777777778,0,0,7.098397e-08
101,17,1154,0,43,19,361,0.08744588744588745,1,1,0.99999857
48,3,487,0,5,1,706,0.09836065573770492,0,0,0.00010553942
50,0,1196,0,1,1,430,0.04177109440267335,0,0,0.0003767709
30,2,329,1,3,0,751,0.09090909090909091,0,0,2.7555525e-05
90,29,1111,0,34,6,129,0.08093525179856115,1,1,0.9999896
135,24,1127,0,22,12,21,0.1196808510638298,1,1,0.99999535
45,0,1338,0,4,2,3360,0.033607169529499624,0,0,1.4197019e-06
142,35,1621,0,23,19,180,0.08754623921085081,1,1,0.9999999
166,29,487,0,35,10,329,0.3401639344262295,1,1,1.0
136,39,1938,0,29,5,163,0.07013924703455389,1,1,0.99993396
159,34,1951,0,31,17,15,0.08145491803278689,1,1,0.9999614
69,11,202,0,25,8,343,0.3399014778325123,1,1,0.9998802
114,24,518,0,28,10,224,0.21965317919075145,1,1,0.999974
143,20,690,0,36,6,77,0.20694645441389292,1,1,0.9999912
54,9,3983,0,9,2,3486,0.01355421686746988,0,0,1.4158622e-05
21,7,2139,0,5,0,2157,0.009813084112149532,0,0,5.037749e-07
164,8,1527,0,31,17,172,0.10732984293193717,1,1,0.9999999
44,3,321,0,7,4,531,0.13664596273291926,0,0,0.00205712
18,9,1642,0,3,0,1574,0.010955569080949483,0,0,2.2055518e-05
163,36,932,0,15,7,149,0.17470525187566988,1,1,0.99999976
22,5,4910,0,4,3,2728,0.004479739360619018,0,0,1.3221344e-07
166,34,1808,0,13,6,300,0.09176340519624102,1,1,0.9999701
139,33,894,0,45,16,136,0.1553072625698324,1,1,0.9999999
145,34,950,0,23,19,126,0.15247108307045215,1,1,1.0
14,9,3342,0,5,3,1830,0.004187855219862399,0,0,1.0883838e-05
34,4,4620,0,6,2,2552,0.007357714780350574,0,0,3.506e-09
45,7,3920,0,5,2,2001,0.011476664116296864,0,0,4.0309877e-07
59,1,3960,0,9,2,1961,0.014895228477657157,0,0,9.330983e-06
57,16,995,0,11,13,127,0.0572289156626506,1,1,0.99892503
127,19,1210,0,20,17,184,0.10487200660611065,1,1,0.99980205
68,4,3772,0,7,4,781,0.018022793532997614,0,0,1.7846074e-05
163,27,1866,0,17,5,95,0.08730583824317087,1,1,0.99957174
124,34,139,0,20,7,121,0.8857142857142857,1,1,0.99999905
57,4,3483,0,6,1,1247,0.016360505166475317,0,0,5.1964325e-06
67,27,1887,0,35,7,285,0.03548728813559322,1,1,0.9998704
79,9,2769,1,1,0,426,0.02851985559566787,0,0,1.3499562e-06
131,20,1815,0,28,9,347,0.07213656387665199,1,1,0.9999081
38,4,3369,0,7,3,1151,0.011275964391691394,0,0,9.789026e-06
78,22,782,0,14,16,10,0.09961685823754789,1,1,0.99997914
86,21,160,0,41,11,132,0.5341614906832298,1,1,0.99999976
67,9,3394,0,8,3,1949,0.019734904270986744,0,0,7.596798e-05
63,6,3106,0,7,1,2113,0.02027679433537174,0,0,6.133707e-06
30,6,857,0,2,1,3226,0.03496503496503497,0,0,8.8847926e-08
20,7,4594,0,5,2,2960,0.004352557127312296,0,0,6.694602e-09
126,5,1091,0,16,9,304,0.11538461538461539,1,1,0.9964135
100,6,1023,0,40,11,265,0.09765625,1,1,0.99997175
67,9,908,0,8,1,2765,0.0737073707370737,0,0,8.3632935e-05
147,24,1321,0,37,8,162,0.11119515885022693,1,1,0.99997723
74,9,4954,0,2,4,3255,0.014934409687184663,0,0,9.753308e-06
39,2,4240,0,5,2,750,0.009195944352746994,0,0,1.424693e-07
153,24,679,0,32,19,205,0.225,1,1,1.0
98,18,1320,0,10,12,35,0.07418622255866768,1,1,0.99818593
19,4,2459,0,4,2,2266,0.007723577235772358,0,0,5.2996586e-07
31,9,1769,0,5,0,1951,0.01751412429378531,0,0,1.8843657e-05
76,2,4767,0,3,3,3344,0.015939597315436243,0,0,4.2436466e-07
126,11,1817,0,10,13,123,0.06930693069306931,1,1,0.9824876
122,34,1109,0,44,19,347,0.10990990990990991,1,1,1.0
54,5,846,0,14,19,246,0.06375442739079103,1,1,0.9976229
66,28,910,0,36,13,246,0.07244785949506037,1,1,0.9999995
57,9,3721,0,7,0,486,0.015314347125201504,0,0,3.6065805e-05
15,6,4976,0,3,4,411,0.0030138637733574444,0,0,3.9442435e-05
46,0,2068,0,7,4,2242,0.022232962783953602,0,0,0.0003419679
23,6,4926,0,2,1,3399,0.004668155063933428,0,0,2.0595423e-09
72,6,2088,0,5,1,2013,0.03446625179511728,0,0,2.0592213e-05
24,7,4000,0,7,3,1052,0.005998500374906273,0,0,3.531624e-06
124,11,1810,0,27,7,142,0.06847045831032579,1,1,0.999121
196,7,1282,0,43,13,167,0.15276695245518315,1,1,0.999928
56,3,1713,1,4,4,1829,0.03267211201866978,0,0,2.053762e-07
15,2,4839,1,2,4,1120,0.0030991735537190084,0,0,8.723785e-07
138,24,736,0,15,8,18,0.18724559023066487,1,1,0.99998605
169,29,1623,0,29,10,204,0.10406403940886699,1,1,0.9999982
153,37,1306,0,38,6,26,0.117061973986228,1,1,0.99999785
107,7,1137,0,39,7,10,0.09402460456942004,1,1,0.9996216
50,2,3260,0,5,2,762,0.015332720024532351,0,0,8.695335e-05
12,1,413,0,9,0,3146,0.028985507246376812,0,0,8.005235e-07
70,7,2566,0,9,3,2996,0.027269185820023373,0,0,5.838175e-06
9,6,363,1,5,4,1312,0.024725274725274724,0,0,2.8563052e-06
55,3,3233,0,8,2,654,0.017006802721088437,0,0,2.9026749e-05
193,13,606,0,25,11,272,0.31795716639209226,1,1,0.9999981
35,4,3778,0,7,1,3072,0.009261709446943637,0,0,2.9391245e-07
179,34,296,0,19,14,203,0.6026936026936027,1,1,1.0
44,0,2328,0,1,3,1019,0.018892228424216402,0,0,6.346304e-05
65,6,450,0,4,0,1478,0.14412416851441243,0,0,0.0001719061
74,9,2286,0,6,3,3231,0.03235679930039353,0,0,1.7901762e-05
77,5,3209,0,6,2,1768,0.023987538940809967,0,0,2.4208646e-05
45,2,2171,0,2,4,2583,0.020718232044198894,0,0,1.0632112e-05
143,29,1654,0,18,15,104,0.086404833836858,1,1,0.99999654
108,19,860,0,47,14,54,0.1254355400696864,1,1,0.9999989
124,33,750,0,24,16,42,0.16511318242343542,1,1,0.99999833
62,5,2994,0,1,2,503,0.020701168614357262,0,0,0.00017062464
58,1,3273,0,6,1,2085,0.0177153329260843,0,0,1.3903704e-06
167,13,854,0,14,6,152,0.1953216374269006,1,1,0.99979204
55,8,2978,0,1,3,933,0.018462571332661968,0,0,0.0014391422
60,7,4372,1,6,4,1297,0.01372055796935742,0,0,1.3009256e-09
77,18,685,0,39,11,185,0.11224489795918367,1,1,0.9999597
39,8,111,0,1,0,3542,0.3482142857142857,0,0,1.8758294e-05
197,38,1839,0,43,19,152,0.10706521739130435,1,1,0.9999999
76,2,2350,0,6,3,2852,0.03232666950233943,0,0,4.870778e-07
185,24,1317,0,41,5,262,0.14036418816388468,1,1,0.9999944
7,1,4209,0,5,1,1908,0.00166270783847981,0,0,2.1871434e-08
31,4,891,0,8,4,2367,0.034753363228699555,0,0,5.9917344e-05
93,17,1354,0,46,19,194,0.06863468634686347,1,1,0.99999154
65,5,4273,0,6,2,3530,0.015208235844642022,0,0,2.9792255e-07
70,6,1002,0,2,3,385,0.06979062811565304,0,0,0.0061617345
109,16,1074,0,36,18,207,0.1013953488372093,1,1,0.99999857
21,8,4283,1,8,4,3052,0.004901960784313725,0,0,2.4488571e-09
97,13,1219,0,44,16,248,0.07950819672131147,1,1,0.9999901
5,8,3601,0,4,4,2330,0.00138811771238201,0,0,2.5079056e-05
47,2,403,0,8,2,2437,0.11633663366336634,0,0,3.9033905e-05
29,3,907,0,7,2,472,0.031938325991189426,0,0,0.00091031194
56,0,1453,0,3,0,3171,0.03851444291609354,0,0,3.0542167e-05
71,23,217,0,23,9,243,0.3256880733944954,1,1,0.9999906
54,6,720,0,7,3,532,0.07489597780859916,0,0,0.003144266
157,23,829,0,32,11,135,0.1891566265060241,1,1,0.9999999
22,7,2340,0,7,4,877,0.009397693293464331,0,0,0.0002415868
32,3,3570,0,5,0,2067,0.008961075329039486,0,0,1.8930424e-06
12,3,2935,0,5,0,1441,0.004087193460490463,0,0,1.7714024e-06
47,5,3609,0,4,3,3045,0.01301939058171745,0,0,1.8479741e-07
141,31,1648,0,26,11,294,0.08550636749545179,1,1,0.99998105
101,33,749,0,49,11,264,0.13466666666666666,1,1,0.99999976
164,20,154,0,27,15,230,1.0580645161290323,1,1,1.0
83,8,778,0,14,9,317,0.10654685494223363,1,1,0.9949163
50,4,1337,0,4,4,3303,0.03736920777279522,0,0,2.1556775e-06
122,37,215,0,31,5,215,0.5648148148148148,1,1,0.9999864
183,33,1749,0,36,9,137,0.10457142857142857,1,1,0.99999964
67,2,1787,0,8,3,995,0.03747203579418344,0,0,0.00029650444
36,0,602,0,5,2,3386,0.05970149253731343,0,0,2.9815212e-06
38,0,761,0,7,4,2305,0.049868766404199474,0,0,3.2454594e-05
10,2,1217,0,1,1,3286,0.008210180623973728,0,0,2.1101572e-05
89,7,1280,0,24,17,95,0.06947697111631537,1,1,0.9998895
68,19,1468,0,47,8,214,0.04628999319264806,1,1,0.9999902
60,5,4138,0,7,0,2843,0.01449625513409036,0,0,1.941735e-07
53,7,582,0,7,2,2074,0.09090909090909091,0,0,8.85412e-05
14,4,1157,0,2,2,2557,0.012089810017271158,0,0,1.4050491e-05
73,25,608,0,49,17,245,0.11986863711001643,1,1,0.9999908
121,34,814,0,31,11,360,0.14846625766871166,1,1,0.99999976
17,4,1622,0,9,1,2317,0.010474430067775724,0,0,2.208465e-06
10,0,4235,1,1,1,561,0.002360717658168083,0,0,3.155244e-07
73,23,1924,0,20,7,30,0.03792207792207792,1,1,0.9977324
26,8,489,1,7,4,2492,0.053061224489795916,0,0,8.349962e-05
76,7,2566,0,5,4,3069,0.029606544604596805,0,0,4.151669e-05
127,36,1095,0,23,16,148,0.11587591240875912,1,1,0.99999976
34,5,1785,0,2,4,2981,0.019036954087346025,0,0,2.0211271e-05
58,11,992,0,16,5,171,0.05840886203423968,1,1,0.97914404
57,7,4201,1,4,0,3250,0.013564969062351261,0,0,2.8179832e-09
35,0,2653,0,3,4,1250,0.013187641296156745,0,0,4.742597e-05
80,11,1398,0,24,7,311,0.057183702644746245,1,1,0.99420786
